cashtag,name,link,avgrating,price,mktcap,anrecs,anrecscss,pev,pbv,estpeg,divyld,stockcode
$MNCS,MENANG CORPN,/mkt/themarket/stock/MNCS,6.0,0.5,253.13,,,22.41,0.88,0.01,0.0,MNCS.KL
$MENT,MENTIGA CORP BHD,/mkt/themarket/stock/MENT,0.0,0.6,42.0,,,0.0,0.22,-0.25,0.0,MENT.KL
$MEIS,MERCURY IND BHD,/mkt/themarket/stock/MEIS,4.0,0.88,56.58,,,0.0,1.3,-0.54,0.0,MEIS.KL
$MERI,MERIDIAN BHD,/mkt/themarket/stock/MERI,1.0,0.02,18.28,,,0.0,0.2,-0.02,0.0,MERI.KL
$MESB,MESB BHD,/mkt/themarket/stock/MESB,9.0,0.49,57.84,,,3.88,0.71,0.08,0.0,MESB.KL
$MNGA,MESINIAGA BHD,/mkt/themarket/stock/MNGA,9.0,1.4,84.56,,,9.54,0.8,0.09,0.0,MNGA.KL
$MEST,MESTRON HOLD,/mkt/themarket/stock/MEST,6.0,0.375,348.92,,,68.65,3.61,0.0,0.35,MEST.KL
$METB,META BRIGHT GROU,/mkt/themarket/stock/METB,1.0,0.09,175.26,,,0.0,1.09,0.0,0.0,METB.KL
$METO,METRO HEALTHCARE,/mkt/themarket/stock/METO,0.0,0.67,413.2,,,53.69,12.03,0.02,0.99,METO.KL
$MROD,METROD HLD,/mkt/themarket/stock/MROD,0.0,1.21,145.2,,,12.27,0.37,0.07,4.84,MROD.KL
$MTNC,METRONIC GLOBAL,/mkt/themarket/stock/MTNC,3.0,0.075,114.83,,,0.0,0.98,-0.08,0.0,MTNC.KL
$MGBB,MGB BERHAD,/mkt/themarket/stock/MGBB,5.0,0.525,310.62,BUY,ana_green,15.26,0.62,0.05,1.74,MGBB.KL
$MHCP,MHC PLANTATIONS,/mkt/themarket/stock/MHCP,10.0,0.95,186.72,,,3.39,0.64,0.21,2.15,MHCP.KL
$MITE,MI TECHNOVATION,/mkt/themarket/stock/MITE,4.0,1.13,1017.0,HOLD,ana_yellow,15.52,0.98,0.07,4.24,MITE.KL
$MCRK,MICROLINK SOLUTI,/mkt/themarket/stock/MCRK,8.0,0.595,635.94,,,21.23,3.11,0.04,0.0,MCRK.KL
$MIEC,MIECO CHIPBOARD,/mkt/themarket/stock/MIEC,4.0,0.545,545.0,HOLD,ana_yellow,24.56,1.3,0.03,0.0,MIEC.KL
$MIKB,MIKRO MSC BHD,/mkt/themarket/stock/MIKB,7.0,0.155,91.33,,,19.83,0.91,0.01,0.3,MIKB.KL
$MILU,MILUX CORP BHD,/mkt/themarket/stock/MILU,3.0,0.82,192.75,,,96.56,4.51,0.03,0.0,MILU.KL
$MIND,MINDA GLOBAL BHD,/mkt/themarket/stock/MIND,5.0,0.06,79.31,,,18.29,0.39,0.0,0.0,MIND.KL
$MNTH,MINETECH RESOURC,/mkt/themarket/stock/MNTH,1.0,0.045,53.48,,,0.0,0.62,-0.02,0.0,MNTH.KL
$MNHO,MINHO BERHAD,/mkt/themarket/stock/MNHO,8.0,0.32,114.15,,,11.53,0.29,0.02,0.0,MNHO.KL
$MISC,MISC BERHAD,/mkt/themarket/stock/MISC,4.0,7.03,31380.47,OUTPERFORM,ana_lgreen,25.65,0.92,0.41,4.71,MISC.KL
$MITR,MITRAJAYA HLDGS,/mkt/themarket/stock/MITR,4.0,0.21,175.59,UNDERPERFORM,ana_red,0.0,0.26,-0.02,2.38,MITR.KL
$MKLH,MK LAND HLDG BHD,/mkt/themarket/stock/MKLH,4.0,0.145,175.05,,,10.58,0.14,0.01,0.0,MKLH.KL
$METR,MKH BERHAD,/mkt/themarket/stock/METR,9.0,1.24,727.32,OUTPERFORM,ana_lgreen,6.46,0.42,0.14,2.85,METR.KL
$MLBS,MLABS SYSTEMS,/mkt/themarket/stock/MLBS,4.0,0.02,28.99,,,1.02,0.16,-0.02,0.0,MLBS.KL
$MMAG,MMAG HLD BHD,/mkt/themarket/stock/MMAG,3.0,0.035,59.61,,,0.0,0.16,-0.02,0.0,MMAG.KL
$MMSI,MMIS BERHAD,/mkt/themarket/stock/MMSI,0.0,0.24,144.0,,,22.02,6.89,0.01,0.0,MMSI.KL
$MMST,MMS VENTURES BHD,/mkt/themarket/stock/MMST,8.0,0.785,162.27,BUY,ana_green,12.77,2.35,0.04,2.65,MMST.KL
$MNHL,MN HOLDINGS,/mkt/themarket/stock/MNHL,6.0,0.2,81.75,,,0.0,2.08,0.02,0.0,MNHL.KL
$MNRB,MNRB HOLDINGS,/mkt/themarket/stock/MNRB,6.0,0.935,732.19,HOLD,ana_yellow,13.42,0.3,0.15,2.67,MNRB.KL
$MOBI,MOBILIA HOLDINGS,/mkt/themarket/stock/MOBI,7.0,0.2,140.0,,,11.61,2.56,0.01,10.26,MOBI.KL
$MPHB,MPHB CAPITAL,/mkt/themarket/stock/MPHB,10.0,1.47,1051.05,HOLD,ana_yellow,65.57,0.56,0.03,3.4,MPHB.KL
$MQTE,MQ TECHNOLOGY,/mkt/themarket/stock/MQTE,2.0,0.035,43.79,,,0.0,1.0,-0.01,0.0,MQTE.KL
$MRDI,MR D.I.Y. GROUP,/mkt/themarket/stock/MRDI,5.0,2.1,19796.24,OUTPERFORM,ana_lgreen,43.1,17.23,0.05,1.0,MRDI.KL
$MBSS,MSIA BLD SOCIETY,/mkt/themarket/stock/MBSS,5.0,0.59,4231.18,HOLD,ana_yellow,24.7,0.48,0.06,5.13,MBSS.KL
$MBCB,MSIA BULK CARRIE,/mkt/themarket/stock/MBCB,7.0,0.4,400.0,HOLD,ana_yellow,1.77,0.82,0.2,0.0,MBCB.KL
$MPLB,MSIA PAC CORP,/mkt/themarket/stock/MPLB,0.0,0.035,10.07,,,0.0,0.4,-0.02,0.0,MPLB.KL
$MSCB,MSIA SMELTING CO,/mkt/themarket/stock/MSCB,8.0,1.85,777.0,OUTPERFORM,ana_lgreen,3.77,1.28,0.28,3.95,MSCB.KL
$MSWK,MSIA STEEL WORKS,/mkt/themarket/stock/MSWK,5.0,0.28,190.15,,,6.88,0.23,0.04,0.0,MSWK.KL
$MYRS,MSIAN RESOURCES,/mkt/themarket/stock/MYRS,7.0,0.35,1563.63,OUTPERFORM,ana_lgreen,21.71,0.34,0.0,2.9,MYRS.KL
$MSMH,MSM M'SIA HOLDGS,/mkt/themarket/stock/MSMH,4.0,0.86,604.56,UNDERPERFORM,ana_red,31.53,0.35,0.18,3.53,MSMH.KL
$MTAG,MTAG GROUP BHD,/mkt/themarket/stock/MTAG,7.0,0.485,330.58,HOLD,ana_yellow,11.11,1.65,0.04,6.12,MTAG.KL
$MTOU,MTOUCHE TECHNOLO,/mkt/themarket/stock/MTOU,1.0,0.04,37.07,,,0.0,0.26,-0.23,0.0,MTOU.KL
$MUBL,MUAR BAN LEE GRP,/mkt/themarket/stock/MUBL,7.0,0.365,90.75,,,3.18,0.62,0.08,0.0,MUBL.KL
$MUDA,MUDA HOLDINGS,/mkt/themarket/stock/MUDA,5.0,1.8,549.09,,,24.88,0.42,0.26,2.78,MUDA.KL
$MJYA,MUDAJAYA GROUP,/mkt/themarket/stock/MJYA,3.0,0.17,220.61,UNDERPERFORM,ana_red,50.75,0.84,0.01,0.0,MJYA.KL
$MUHI,MUHIBBAH ENGINE,/mkt/themarket/stock/MUHI,4.0,0.435,316.22,HOLD,ana_yellow,0.0,0.29,-0.01,0.0,MUHI.KL
$MUIB,MUI BHD,/mkt/themarket/stock/MUIB,5.0,0.08,255.94,,,0.0,2.66,-0.03,0.0,MUIB.KL
$MUIP,MUI PROPERTIES,/mkt/themarket/stock/MUIP,7.0,0.17,129.89,,,7.57,0.43,0.02,2.94,MUIP.KL
$MITC,MULPHA INTL,/mkt/themarket/stock/MITC,7.0,2.1,653.47,,,1.51,0.19,1.37,0.0,MITC.KL
$MUHB,MULTI-USAGE HLDG,/mkt/themarket/stock/MUHB,8.0,0.5,28.21,,,3.14,0.41,0.1,0.0,MUHB.KL
$MYEG,MY E.G. SERVICES,/mkt/themarket/stock/MYEG,5.0,0.835,6186.2,OUTPERFORM,ana_lgreen,18.36,3.88,0.04,1.58,MYEG.KL
$MYCS,MYCRON STEEL BHD,/mkt/themarket/stock/MYCS,8.0,0.42,137.36,,,2.24,0.3,0.16,7.32,MYCS.KL
$DJMT,MyETF Dow Jones Islamic Market Malaysia Titan 25,/mkt/themarket/etf/DJMT,0.0,1.03,141.63,,,0.0,0.0,0.0,0.0,DJMT.KL
$MYDJ,MyETF Dow Jones U.S. Titans 50,/mkt/themarket/etf/MYDJ,0.0,1.825,28.13,,,0.0,0.0,0.0,0.0,MYDJ.KL
$MYET,MyETF MSCI Malaysia Islamic Dividend,/mkt/themarket/etf/MYET,0.0,1.21,23.72,,,0.0,0.0,0.0,0.0,MYET.KL
$METF,MyETF MSCI South East Asia (SEA) Islamic Dividend,/mkt/themarket/etf/METF,0.0,0.845,49.86,,,0.0,0.0,0.0,0.0,METF.KL
$MYNE,MYNEWS HOLDINGS,/mkt/themarket/stock/MYNE,4.0,0.485,330.85,HOLD,ana_yellow,0.0,1.33,-0.06,0.0,MYNE.KL
$MYTE,MYTECH GROUP,/mkt/themarket/stock/MYTE,5.0,0.51,114.12,,,83.2,3.1,0.01,0.0,MYTE.KL
$NSOS,N.SEM OIL PALMS,/mkt/themarket/stock/NSOS,0.0,3.5,245.71,,,8.45,0.44,0.35,2.0,NSOS.KL
$NNCB,N2N CONNECT BHD,/mkt/themarket/stock/NNCB,5.0,0.45,269.05,OUTPERFORM,ana_lgreen,14.76,1.01,0.04,4.44,NNCB.KL
$NCHB,NAIM HLDGS BHD,/mkt/themarket/stock/NCHB,5.0,0.5,256.9,HOLD,ana_yellow,0.0,0.21,-0.16,15.96,NCHB.KL
$NCTA,NCT ALLIANCE,/mkt/themarket/stock/NCTA,4.0,0.42,450.82,,,10.03,1.04,0.04,0.0,NCTA.KL
$NEST,NESTCON,/mkt/themarket/stock/NEST,4.0,0.385,247.87,,,20.3,1.92,0.02,0.0,NEST.KL
$NESM,NESTLE (M) BHD,/mkt/themarket/stock/NESM,6.0,133.1,31211.95,HOLD,ana_yellow,49.82,54.29,2.43,1.72,NESM.KL
$NETX,NETX HOLDINGS,/mkt/themarket/stock/NETX,5.0,0.06,50.16,,,0.0,0.35,-0.02,0.0,NETX.KL
$NHFH,NEW HOONG FATT,/mkt/themarket/stock/NHFH,10.0,2.75,227.35,,,9.12,0.46,0.24,3.27,NHFH.KL
$NEXG,NEXGRAM HLDNGS,/mkt/themarket/stock/NEXG,1.0,0.01,44.17,,,0.0,0.39,-0.0,0.0,NEXG.KL
$NEXT,NEXTGREEN GLOB,/mkt/themarket/stock/NEXT,3.0,0.82,637.91,,,50.56,2.54,0.01,0.0,NEXT.KL
$NHSN,NI HSIN GROUP,/mkt/themarket/stock/NHSN,3.0,0.085,48.42,,,0.0,0.48,-0.01,0.0,NHSN.KL
$NICH,NICHE CAPITAL,/mkt/themarket/stock/NICH,1.0,0.13,114.08,,,0.0,2.79,-0.0,0.0,NICH.KL
$NVTE,NOTION VTEC BHD,/mkt/themarket/stock/NVTE,3.0,0.31,159.86,UNDERPERFORM,ana_red,0.0,0.37,-0.02,0.0,NVTE.KL
$NOVS,NOVA MSC BHD,/mkt/themarket/stock/NOVS,4.0,0.105,123.32,,,0.0,2.27,-0.02,0.0,NOVS.KL
$NOVA,NOVA PHARMA BHD,/mkt/themarket/stock/NOVA,0.0,0.23,34.27,,,0.0,3.31,0.0,0.0,NOVA.KL
$NOVW,NOVA WELLNESS,/mkt/themarket/stock/NOVW,6.0,0.87,276.69,OUTPERFORM,ana_lgreen,17.96,2.85,0.05,2.22,NOVW.KL
$NOVE,NOVELPLUS TECHNO,/mkt/themarket/stock/NOVE,0.0,0.275,110.0,,,0.0,12.09,-0.0,0.0,NOVE.KL
$NPCR,NPC RESOURCES,/mkt/themarket/stock/NPCR,10.0,1.89,226.8,,,7.58,0.44,0.09,0.0,NPCR.KL
$NTPM,NTPM HOLDINGS,/mkt/themarket/stock/NTPM,6.0,0.42,471.74,HOLD,ana_yellow,16.79,0.92,0.03,3.76,NTPM.KL
$NWPH,NWP HOLDINGS,/mkt/themarket/stock/NWPH,1.0,0.225,121.28,,,0.0,5.67,-0.03,0.0,NWPH.KL
$NMBS,NYLEX MALAYSIA,/mkt/themarket/stock/NMBS,5.0,0.205,39.84,,,0.0,1.83,-0.28,0.0,NMBS.KL
$OCBB,OCB BHD,/mkt/themarket/stock/OCBB,0.0,0.755,77.65,,,0.0,0.45,-0.14,1.99,OCBB.KL
$OCEN,OCEAN VANTAGE,/mkt/themarket/stock/OCEN,9.0,0.185,77.69,,,8.04,1.23,0.02,0.0,OCEN.KL
$OCEA,OCEANCASH PACIFI,/mkt/themarket/stock/OCEA,5.0,0.305,79.54,OUTPERFORM,ana_lgreen,15.86,0.71,0.02,2.62,OCEA.KL
$OCKG,OCK GROUP BHD,/mkt/themarket/stock/OCKG,7.0,0.43,453.44,OUTPERFORM,ana_lgreen,16.57,0.73,0.02,1.2,OCKG.KL
$OCRG,OCR GROUP BERHAD,/mkt/themarket/stock/OCRG,1.0,0.085,78.88,,,0.0,0.53,-0.05,0.0,OCRG.KL
$OKAC,OKA CORP BHD,/mkt/themarket/stock/OKAC,7.0,0.8,196.32,HOLD,ana_yellow,13.18,1.07,0.06,5.56,OKAC.KL
$OLYM,OLYMPIA IND BHD,/mkt/themarket/stock/OLYM,4.0,0.075,76.76,,,0.0,0.22,-0.01,0.0,OLYM.KL
$OMHO,OM HOLDINGS,/mkt/themarket/stock/OMHO,0.0,1.81,1336.91,BUY,ana_green,0.0,0.0,0.0,0.0,OMHO.KL
$OMES,OMESTI BHD,/mkt/themarket/stock/OMES,3.0,0.35,186.97,,,0.0,0.99,-0.04,0.0,OMES.KL
$ONEG,ONE GLOVE GROUP,/mkt/themarket/stock/ONEG,1.0,0.61,173.24,,,0.0,2.05,0.0,0.0,ONEG.KL
$ONET,ONETECH SOLUTION,/mkt/themarket/stock/ONET,0.0,0.195,15.39,,,9.96,3.03,0.01,0.0,ONET.KL
$ONLY,ONLY WORLD BHD,/mkt/themarket/stock/ONLY,3.0,0.48,206.8,HOLD,ana_yellow,0.0,1.02,-0.04,0.0,ONLY.KL
$OPCM,OPCOM HLDGS BHD,/mkt/themarket/stock/OPCM,5.0,0.795,221.87,,,189.0,1.4,0.02,0.0,OPCM.KL
$OPYS,OPENSYS BHD,/mkt/themarket/stock/OPYS,6.0,0.355,158.63,,,13.23,2.02,0.02,3.57,OPYS.KL
$OPTI,OPTIMAX HOLD,/mkt/themarket/stock/OPTI,9.0,0.72,388.8,BUY,ana_green,29.63,6.97,0.02,2.34,OPTI.KL
$ORGA,ORGABIO HOLDINGS,/mkt/themarket/stock/ORGA,0.0,0.305,75.6,,,11.25,3.2,0.05,0.0,ORGA.KL
$OFIH,ORIENTAL FOOD,/mkt/themarket/stock/OFIH,8.0,0.99,237.6,HOLD,ana_yellow,11.02,1.08,0.08,3.23,OFIH.KL
$OTLS,ORIENTAL HOLDING,/mkt/themarket/stock/OTLS,10.0,6.97,4324.14,,,7.64,0.64,0.52,0.0,OTLS.KL
$OINT,ORIENTAL INTR'ST,/mkt/themarket/stock/OINT,8.0,0.935,434.38,OUTPERFORM,ana_lgreen,7.75,0.72,0.14,4.73,OINT.KL
$ORPA,ORNAPAPER BHD,/mkt/themarket/stock/ORPA,7.0,1.02,76.76,,,17.14,0.4,0.07,1.96,ORPA.KL
$OSKH,OSK HOLDINGS,/mkt/themarket/stock/OSKH,9.0,0.935,1959.11,BUY,ana_green,5.2,0.36,0.19,6.42,OSKH.KL
$OSKV,OSK VENTURES INT,/mkt/themarket/stock/OSKV,6.0,0.425,83.98,,,3.51,0.4,0.15,4.65,OSKV.KL
$OVER,OVERSEA ENTP BHD,/mkt/themarket/stock/OVER,0.0,0.085,97.47,,,0.0,1.29,-0.01,0.0,OVER.KL
$PARB,P.A. RESOURCES,/mkt/themarket/stock/PARB,9.0,0.28,386.72,,,8.44,1.7,0.03,1.82,PARB.KL
$PIEN,P.I.E INDUSTRIAL,/mkt/themarket/stock/PIEN,7.0,3.02,1159.81,BUY,ana_green,18.58,2.23,0.16,1.67,PIEN.KL
$PACO,PACIFIC & ORIENT,/mkt/themarket/stock/PACO,9.0,1.08,311.03,,,6.5,0.94,0.0,8.35,PACO.KL
$PDNI,PADINI HOLDINGS,/mkt/themarket/stock/PDNI,9.0,3.43,2256.63,OUTPERFORM,ana_lgreen,14.3,2.47,0.23,3.73,PDNI.KL
$PMCS,PAN MSIA CORP,/mkt/themarket/stock/PMCS,7.0,0.16,123.74,,,0.0,0.55,-0.06,3.03,PMCS.KL
$PGKN,PAN MSIA HLDGS,/mkt/themarket/stock/PGKN,2.0,0.06,55.73,,,0.0,1.86,-0.0,0.0,PGKN.KL
$PMMY,PANASONIC MANUFA,/mkt/themarket/stock/PMMY,3.0,26.5,1609.76,SELL,ana_dred,35.89,2.1,0.85,3.13,PMMY.KL
$PANS,PANSAR BHD,/mkt/themarket/stock/PANS,7.0,0.6,278.45,,,61.08,0.95,0.0,1.21,PANS.KL
$PNTE,PANTECH GROUP,/mkt/themarket/stock/PNTE,10.0,0.685,575.22,OUTPERFORM,ana_lgreen,6.6,0.76,0.09,7.3,PNTE.KL
$PAOS,PAOS HOLDINGS,/mkt/themarket/stock/PAOS,6.0,0.31,56.16,,,0.0,0.66,-0.02,2.5,PAOS.KL
$PAPP,PAPPAJACK,/mkt/themarket/stock/PAPP,7.0,0.48,320.64,,,0.0,2.79,0.01,0.0,PAPP.KL
$PARA,PARAGON GLOBE,/mkt/themarket/stock/PARA,4.0,0.165,123.19,,,36.67,0.42,0.0,0.0,PARA.KL
$PGON,PARAGON UNION,/mkt/themarket/stock/PGON,4.0,1.52,127.42,,,0.0,3.22,-0.22,0.0,PGON.KL
$PRMS,PARAMOUNT CORPN,/mkt/themarket/stock/PRMS,7.0,0.695,432.24,HOLD,ana_yellow,11.2,0.26,0.05,5.76,PRMS.KL
$PRKN,PARKSON HOLDINGS,/mkt/themarket/stock/PRKN,2.0,0.145,166.59,HOLD,ana_yellow,0.0,0.1,-0.41,0.0,PRKN.KL
$PARW,PARKWOOD HOLDING,/mkt/themarket/stock/PARW,2.0,0.135,38.07,,,0.0,0.25,-0.02,0.0,PARW.KL
$PARL,PARLO BERHAD,/mkt/themarket/stock/PARL,1.0,0.075,35.2,,,0.0,4.84,-0.03,0.0,PARL.KL
$PDEC,PASDEC HOLDINGS,/mkt/themarket/stock/PDEC,5.0,0.375,150.14,,,229.56,0.4,-0.01,0.0,PDEC.KL
$PASU,PASUKHAS GROUP,/mkt/themarket/stock/PASU,3.0,0.02,38.11,,,0.0,0.17,-0.03,0.0,PASU.KL
$PREI,PAVILION REAL,/mkt/themarket/reit/PREI,5.0,1.29,3941.88,OUTPERFORM,ana_lgreen,20.31,1.02,0.04,5.16,PREI.KL
$PBAH,PBA HLDGS BHD,/mkt/themarket/stock/PBAH,10.0,0.785,260.05,,,5.14,0.36,0.11,2.83,PBAH.KL
$PCCS,PCCS GROUP,/mkt/themarket/stock/PCCS,6.0,0.6,129.62,,,44.0,0.78,0.01,1.69,PCCS.KL
$PDZH,PDZ HOLDINGS,/mkt/themarket/stock/PDZH,3.0,0.03,17.44,,,0.0,0.21,-0.01,0.0,PDZH.KL
$PECC,PECCA GROUP BHD,/mkt/themarket/stock/PECC,5.0,0.83,624.16,UNDERPERFORM,ana_red,27.66,3.37,0.03,0.0,PECC.KL
$PEGA,PEGASUS HEIGHTS,/mkt/themarket/stock/PEGA,4.0,0.01,108.21,,,0.0,0.8,-0.0,0.0,PEGA.KL
$PEKA,PEKAT GROUP,/mkt/themarket/stock/PEKA,4.0,0.475,306.36,,,12.34,2.43,0.03,0.0,PEKA.KL
$PELK,PELIKAN INTL COR,/mkt/themarket/stock/PELK,9.0,0.25,152.03,,,1.5,0.34,0.14,0.0,PELK.KL
$PENS,PENSONIC HOLDGS,/mkt/themarket/stock/PENS,6.0,0.51,66.13,,,4.55,0.46,0.11,4.41,PENS.KL
$PMAS,PENTAMASTER CORP,/mkt/themarket/stock/PMAS,6.0,4.01,2856.39,OUTPERFORM,ana_lgreen,36.17,5.05,0.1,0.5,PMAS.KL
$PSTM,PER. SADUR TIMAH,/mkt/themarket/stock/PSTM,9.0,4.79,618.37,,,11.46,1.14,0.39,4.42,PSTM.KL
$PERA,PERAK CORP,/mkt/themarket/stock/PERA,0.0,0.36,36.0,,,0.0,0.46,-0.13,0.0,PERA.KL
$PERT,PERAK TRANSIT,/mkt/themarket/stock/PERT,7.0,0.87,617.27,OUTPERFORM,ana_lgreen,10.06,1.22,0.08,3.61,PERT.KL
$PTRD,PERDANA PETROL,/mkt/themarket/stock/PTRD,2.0,0.085,188.44,HOLD,ana_yellow,0.0,0.36,-0.15,0.0,PTRD.KL
$PMJU,PERMAJU INDUSTRY,/mkt/themarket/stock/PMJU,1.0,0.045,87.02,,,0.0,0.34,-0.02,0.0,PMJU.KL
$PERM,PERTAMA DIGITAL,/mkt/themarket/stock/PERM,4.0,1.4,606.71,,,0.0,4.83,0.01,0.0,PERM.KL
$PESO,PESONA METRO,/mkt/themarket/stock/PESO,5.0,0.205,142.47,UNDERPERFORM,ana_red,0.0,0.88,-0.01,0.0,PESO.KL
$PEIN,PESTECH INTL BHD,/mkt/themarket/stock/PEIN,2.0,0.285,282.78,HOLD,ana_yellow,20.99,0.39,0.01,1.33,PEIN.KL
$PLHB,PETERLABS HOLD,/mkt/themarket/stock/PLHB,7.0,0.19,52.29,,,9.02,0.72,0.02,3.16,PLHB.KL
$PTRE,PETRA ENERGY BHD,/mkt/themarket/stock/PTRE,7.0,0.66,212.36,HOLD,ana_yellow,0.0,0.53,0.05,6.3,PTRE.KL
$PETO,PETROL ONE,/mkt/themarket/stock/PETO,0.0,0.055,2.79,,,0.0,0.0,0.04,0.0,PETO.KL
$PTMR,PETRON MALAY BHD,/mkt/themarket/stock/PTMR,9.0,4.94,1333.8,HOLD,ana_yellow,3.48,0.68,0.88,4.05,PTMR.KL
$PCGB,PETRONAS CHEML,/mkt/themarket/stock/PCGB,9.0,8.99,71920.0,OUTPERFORM,ana_lgreen,8.85,2.02,0.92,5.44,PCGB.KL
$PETR,PETRONAS DAGANG,/mkt/themarket/stock/PETR,4.0,20.9,20763.19,HOLD,ana_yellow,34.21,3.76,0.53,2.94,PETR.KL
$PGAS,PETRONAS GAS,/mkt/themarket/stock/PGAS,6.0,17.06,33757.17,HOLD,ana_yellow,18.34,2.58,1.01,4.22,PGAS.KL
$PGFC,PGF CAPITAL,/mkt/themarket/stock/PGFC,4.0,1.09,175.46,,,34.27,0.92,0.01,0.0,PGFC.KL
$PHMA,PHARMANIAGA BHD,/mkt/themarket/stock/PHMA,5.0,0.58,759.78,HOLD,ana_yellow,4.52,1.64,0.13,14.69,PHMA.KL
$PIMP,PIMPINAN EHSAN,/mkt/themarket/stock/PIMP,4.0,1.29,89.17,,,0.0,1.2,-0.03,0.0,PIMP.KL
$PINE,PINEAPPLE RESO,/mkt/themarket/stock/PINE,0.0,1.0,48.5,,,0.0,2.3,-0.02,0.0,PINE.KL
$PIPB,PINEH PACIF BHD,/mkt/themarket/stock/PIPB,3.0,0.335,50.18,,,0.0,0.26,-0.05,0.0,PIPB.KL
$PINT,PINTARAS JAYA,/mkt/themarket/stock/PINT,8.0,2.18,361.59,OUTPERFORM,ana_lgreen,9.04,0.93,0.25,4.46,PINT.KL
$PJSB,PJBUMI BHD,/mkt/themarket/stock/PJSB,3.0,0.39,31.98,,,171.11,1.38,0.0,0.0,PJSB.KL
$PLBE,PLB ENGINEERING,/mkt/themarket/stock/PLBE,0.0,1.15,129.25,,,20.46,0.98,0.02,0.0,PLBE.KL
$PLET,PLENITUDE BHD,/mkt/themarket/stock/PLET,7.0,0.98,373.9,OUTPERFORM,ana_lgreen,16.77,0.26,0.07,1.82,PLET.KL
$PLSB,PLS PLANTATIONS,/mkt/themarket/stock/PLSB,0.0,0.8,319.73,,,13.2,1.24,0.06,0.0,PLSB.KL
$PMBT,PMB TECHNOLOGY,/mkt/themarket/stock/PMBT,7.0,3.99,5013.63,,,24.37,6.78,0.1,0.26,PMBT.KL
$PNEB,PNE PCB BHD,/mkt/themarket/stock/PNEB,3.0,0.05,28.03,,,0.0,0.37,-0.04,0.0,PNEB.KL
$PHUA,POH HUAT RESOUR.,/mkt/themarket/stock/PHUA,10.0,1.37,381.27,OUTPERFORM,ana_lgreen,7.46,0.84,0.12,5.74,PHUA.KL
$POHK,POH KONG HLDGS,/mkt/themarket/stock/POHK,8.0,0.725,297.51,,,6.14,0.5,0.09,1.63,POHK.KL
$POLD,POLYDAMIC GROUP,/mkt/themarket/stock/POLD,0.0,0.27,23.82,,,3.41,1.8,0.04,6.22,POLD.KL
$PSHL,POS MALAYSIA,/mkt/themarket/stock/PSHL,5.0,0.665,520.55,HOLD,ana_yellow,0.0,0.62,-0.43,0.0,PSHL.KL
$POWE,POWER ROOT,/mkt/themarket/stock/POWE,8.0,2.0,876.54,OUTPERFORM,ana_lgreen,21.65,3.3,0.06,3.18,POWE.KL
$POWR,POWERWELL HLD,/mkt/themarket/stock/POWR,6.0,0.21,121.92,,,0.0,1.75,-0.01,0.0,POWR.KL
$PEPT,PPB GROUP BHD,/mkt/themarket/stock/PEPT,8.0,16.8,23899.66,OUTPERFORM,ana_lgreen,12.95,1.01,1.05,2.13,PEPT.KL
$PMET,PRESS METAL,/mkt/themarket/stock/PMET,4.0,4.8,39550.17,OUTPERFORM,ana_lgreen,27.97,10.04,0.12,1.11,PMET.KL
$PTAR,PRESTAR RESOURCE,/mkt/themarket/stock/PTAR,8.0,0.47,169.48,,,1.84,0.42,0.28,9.84,PTAR.KL
$PRGH,PRG HOLD,/mkt/themarket/stock/PRGH,6.0,0.13,55.88,HOLD,ana_yellow,0.0,0.39,-0.0,0.0,PRGH.KL
$PWPB,PRICEWORTH INTR,/mkt/themarket/stock/PWPB,5.0,0.13,189.04,,,0.0,0.98,-0.16,0.0,PWPB.KL
$PRIN,Principal FTSE ASEAN 40 Malaysia ETF,/mkt/themarket/etf/PRIN,0.0,1.64,2.21,,,0.0,0.0,0.0,0.0,PRIN.KL
$PRIC,Principal FTSE China 50 ETF,/mkt/themarket/etf/PRIC,0.0,1.23,5.6,,,0.0,0.0,0.0,0.0,PRIC.KL
$PRTB,PRIVASIA TECH,/mkt/themarket/stock/PRTB,2.0,0.07,42.98,,,0.0,0.66,-0.0,0.0,PRTB.KL
$PGSV,PROGRESSIVE IMPA,/mkt/themarket/stock/PGSV,4.0,0.09,59.22,,,0.0,0.86,-0.01,3.53,PGSV.KL
$PXUS,PROLEXUS BERHAD,/mkt/themarket/stock/PXUS,5.0,0.4,110.69,HOLD,ana_yellow,0.0,0.41,0.06,0.76,PXUS.KL
$PROE,PROPEL GLOBAL,/mkt/themarket/stock/PROE,2.0,0.12,72.52,,,93.75,0.0,-0.01,0.0,PROE.KL
$PRTO,PROTASCO BHD,/mkt/themarket/stock/PRTO,7.0,0.18,89.17,BUY,ana_green,161.02,0.3,0.03,0.0,PRTO.KL
$PTTY,PTT SYNERGY GROU,/mkt/themarket/stock/PTTY,8.0,1.04,93.6,,,11.58,2.33,-0.02,0.0,PTTY.KL
$PUBM,PUBLIC BANK BHD,/mkt/themarket/stock/PUBM,6.0,4.66,90453.82,HOLD,ana_yellow,16.31,1.88,0.29,3.36,PUBM.KL
$PPHB,PUBLIC PACKAGES,/mkt/themarket/stock/PPHB,10.0,0.645,171.18,,,5.15,0.57,0.09,0.28,PPHB.KL
